date	time	username	to	replies	retweets	favorites	text	mentions	hashtags	id	permalink	processed_text	sentences_tone	document_tones	sadness	confident	joy	analytical	anger	tentative	fear
2020-05-04	01:10:02	vicky_makhija		0	0	0	As businesses adapt to remote or digital ways of working during #coronavirus, how can they maintain customer experience? https://pwc.to/2W4iW3V #COVID-19		#coronavirus #COVID	1257115232935251970	https://twitter.com/vicky_makhija/status/1257115232935251970	business adapt remote digital way working coronavirus maintain customer experience URL covid19		[]							
2020-05-04	01:20:23	Siddharth9778		1	0	0	We know that corona is not a natural disease, it is a biological disease, then we should eliminate this disease accordingly. #WorldHealthOrganization		#WorldHealthOrganization	1257117836574519297	https://twitter.com/Siddharth9778/status/1257117836574519297	know corona natural disease biological disease eliminate disease accordingly worldhealthorganization		[{'score': 0.907747, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-04	02:42:10	RaishMohamad		0	0	1	Good morning everyone Modi ji sabse jyada corona test ki jarur he Gujarat me fir lockdown k bare me socho?			1257138419236515847	https://twitter.com/RaishMohamad/status/1257138419236515847	good morning everyone modi ji sabse jyada corona test ki jarur gujarat fir lockdown k bare socho		[{'score': 0.645476, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-04	03:15:54	baganisantanu	adgpi	0	0	0	Apparently one area one such duty that does not have any relaxation or lockdown due to the pandemic. Pandemic may come and go but ultimate sacrifice of our fallen soldiers to protect us continues. 			1257146907299688448	https://twitter.com/baganisantanu/status/1257146907299688448	apparently one area one duty relaxation lockdown due pandemic pandemic may come go ultimate sacrifice fallen soldier protect u continues		[{'score': 0.613212, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-04	04:59:52	paresh_tweets		0	1	5	I see this everyday , What a lockdown .. #Lockdownextention #mumbailockdown #RedZone #mumbai #andheri #MumbaiPolice #LOCKDOWN2020 @MumbaiPolice @mybmc near sai wadi , opp tell gali, Andheri East – at Hub town	@MumbaiPolice @mybmc	#Lockdownextention #mumbailockdown #RedZone #mumbai #andheri #MumbaiPolice #LOCKDOWN2020	1257173074144833538	https://twitter.com/paresh_tweets/status/1257173074144833538	see everyday lockdown lockdownextention mumbailockdown redzone mumbai andheri mumbaipolice lockdown2020 USER_MENTION USER_MENTION near sai wadi opp tell gali andheri east hub town		[{'score': 0.544629, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-04	05:24:52	imakshay01		0	0	0	Monday thoughts: Lockdown V 3.0 starts today. Liquor shops will be open in all zones. Bottom line : India will talk in English today. #ShamelessKejriwal #Shame #boyslockerroom #SoniaGandhi #MayThe4thBeWithYou #COVIDー19		#ShamelessKejriwal #Shame #boyslockerroom #SoniaGandhi #MayThe4thBeWithYou #COVID	1257179365994971137	https://twitter.com/imakshay01/status/1257179365994971137	monday thought lockdown v start today liquor shop open zone bottom line india talk english today shamelesskejriwal shame boyslockerroom soniagandhi maythe4thbewithyou		[{'score': 0.563105, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-04	06:26:28	rishi_27890	nic_gujarat	0	0	0	Strangely we have been asked to use this portal only to apply for lockdown exemption pass. Due to misalignment many of us are suffering. @CMOGuj @vijayrupanibjp @Nitinbhai_Patel request you all to looking for some harmonised solution.	@CMOGuj @vijayrupanibjp @Nitinbhai_Patel		1257194867912032257	https://twitter.com/rishi_27890/status/1257194867912032257	strangely asked use portal apply lockdown exemption pas due misalignment many u suffering USER_MENTION USER_MENTION USER_MENTION request looking harmonised solution		[]							
2020-05-04	07:19:16	sanjay1009		2	0	0	@makemytrip @airindiain Respected sir, i had booked return flights tickets for mumbai to port Blair ,Due to corona lockdown ,they cancelled and issued me refund ,but I didn't get refund yet in account and I had called to air india customer care, i didn't get any proper news about	@makemytrip @airindiain		1257208154703552512	https://twitter.com/sanjay1009/status/1257208154703552512	USER_MENTION USER_MENTION respected sir booked return flight ticket mumbai port blair due corona lockdown cancelled issued refund didnt get refund yet account called air india customer care didnt get proper news		[{'score': 0.564605, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-04	07:22:22	SAJALKUMARDASC2		0	0	0	@DipankarBlk When Corona will be left away from the world?Then We will get peace and can live as usual.	@DipankarBlk		1257208935351812097	https://twitter.com/SAJALKUMARDASC2/status/1257208935351812097	USER_MENTION corona left away get peace live usual		[{'score': 0.514369, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]	1.0					1.0	
2020-05-04	07:28:37	shapit_memer		0	0	2	People : lockdown will not grow anymore *Le lockdown* 			1257210507230093312	https://twitter.com/shapit_memer/status/1257210507230093312	people lockdown grow anymore		[{'score': 0.724188, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-04	07:31:09	SamaleshN		0	0	0	The first case of the COVID-19 pandemic in India was reported on 30 January 2020, originating from China. The outbreak has been declared an epidemic in more than a dozen states and union… https://www.instagram.com/p/B_wfS7hFrZLUcZonDHFfcUttdLJ6mfIR0LLgoU0/?igshid=ledm99decbyt			1257211145531711488	https://twitter.com/SamaleshN/status/1257211145531711488	first case covid19 pandemic india reported january originating china outbreak declared epidemic dozen state URL		[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
