date	time	username	to	replies	retweets	favorites	text	mentions	hashtags	id	permalink	processed_text	sentences_tone	document_tones	sadness	confident	joy	analytical	anger	tentative	fear
2020-03-25	02:42:01	kartikeya_1975		0	4	14	Coronavirus in China: Hubei Province Lockdown Eased After 2 Months 			1242642867513745414	https://twitter.com/kartikeya_1975/status/1242642867513745414	coronavirus china hubei province lockdown eased month		[]							
2020-03-25	03:10:58	gsharma993		0	0	2	It's #21daysLockdown and I am gonna spend it with these majestic animals. Disrespect to #nature gives us issues like #COVID19. These are some of the pics of last night's patrolling when 3 leopards were fighting over a kill. @deespeak @RandeepHooda @WWFINDIA @NatGeo #HappyNewYear	@deespeak @RandeepHooda @WWFINDIA @NatGeo	#21daysLockdown #nature #COVID19 #HappyNewYear	1242650155247009794	https://twitter.com/gsharma993/status/1242650155247009794	gonna spend majestic animal disrespect nature give u issue like covid19 pic last night patrolling leopard fighting kill USER_MENTION USER_MENTION USER_MENTION USER_MENTION happynewyear		[{'score': 0.536112, 'tone_id': 'anger', 'tone_name': 'Anger'}]					1.0		
2020-03-25	04:09:41	compubee		0	1	1	We @CompuBee are with #GOI in fighting the #coronavirus. May start of new Samvat 2077 from today usher in new technologies , paths and thinking to conquer all the enemies for #mankind . – at CompuBee Technologies Private Limited	@compubee	#GOI #coronavirus #mankind	1242664930488115200	https://twitter.com/compubee/status/1242664930488115200	USER_MENTION goi fighting coronavirus may start new samvat today usher new technology path thinking conquer enemy mankind compubee technology private limited		[{'score': 0.582753, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-03-25	06:15:55	mohsin_shakil	RajMalh63636793	0	0	0	He is a #BJP #RSS #ITCellWorker Or paid #Fascist propagandist busy making money amidst the turmoil of #COVID19. #FascismAtWork Paisa k liyay kuch bhi kare ga. پیسہ کے لیے کچھ بھی کرے گا He just need a block as advised by @twitter to work even harder for the money:	@Twitter	#BJP #RSS #ITCellWorker #Fascist #COVID19 #FascismAtWork	1242696697995804673	https://twitter.com/mohsin_shakil/status/1242696697995804673	bjp r itcellworker paid fascist propagandist busy making money amidst turmoil covid19 fascismatwork paisa k liyay kuch bhi kare ga need block advised USER_MENTION work even harder money		[{'score': 0.628988, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-03-25	08:28:04	Shubhankar09209	anjanaomkashyap	0	0	1	Don't give a narrow escape to the modi government from liabilities in this pandemic by putting forward all these rubbish things...			1242729953986088960	https://twitter.com/Shubhankar09209/status/1242729953986088960	dont give narrow escape modi government liability pandemic putting forward rubbish thing		[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-03-25	09:01:51	ShahidRumon		0	0	1	vice versa like boy friends or husbands & so on! Yet they are making videos to spread awareness to people on coronavirus's issue to stay at home instead of inviting general people to their houses. They can ask people to exchange their things to them to see how &amp; what life is!			1242738457232867328	https://twitter.com/ShahidRumon/status/1242738457232867328	vice versa like boy friend husband yet making video spread awareness people coronaviruss issue stay home instead inviting general people house ask people exchange thing see life		[{'score': 0.681087, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-03-25	09:47:15	vacharya108		0	0	1	My reflection on 21 days lockdown - I took life for granted. I thought my freedom was always available. Now i am exposed - am i really a feee bird or caged by the mind?... (Read full on instagram) #21daysLockdown #MindYourMind Thanks @narendramodi https://www.instagram.com/p/B-Jue-CgbeO/?igshid=1uxfm5eeki0ec	@narendramodi	#21daysLockdown #MindYourMind	1242749879820017664	https://twitter.com/vacharya108/status/1242749879820017664	reflection day lockdown took life granted thought freedom always available exposed really fee bird caged mind read full instagram mindyourmind thanks USER_MENTION URL		[{'score': 0.554169, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.852209, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]			1.0	1.0			
2020-03-25	09:51:11	RanjitP51428517		0	0	1	Safe to corona virus some tips :- 1-HANDS Wash them often. 2-ELBOWCough into it. 3-FACE Don't touch it. 4-SPACE Keep safe distance. 5-HOME Stay if you can #coronavirusindia #21daylockdown #CoronavirusLockdown #IndiaFightsCorona #StayAtHome #OdishaFightsCorona		#coronavirusindia #21daylockdown #CoronavirusLockdown #IndiaFightsCorona #StayAtHome #StayAtHome #OdishaFightsCorona	1242750871076659201	https://twitter.com/RanjitP51428517/status/1242750871076659201	safe corona virus tip wash often dont touch keep safe distance stay coronavirusindia coronaviruslockdown indiafightscorona stayathome odishafightscorona		[{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-03-25	09:58:29	LingesFiremind		1	0	0	Many professionals are hurting from the #COVID19 #RMO. More exam boards and professional bodies are moving their exams. Some are about to have any budget they had prepared become irrelevant with the pandemic.		#COVID19 #RMO	1242752709691760640	https://twitter.com/LingesFiremind/status/1242752709691760640	many professional hurting covid19 rmo exam board professional body moving exam budget prepared become irrelevant pandemic		[{'score': 0.54275, 'tone_id': 'fear', 'tone_name': 'Fear'}]							1.0
2020-03-25	09:58:33	gauravwankhede		0	0	0	Guess @SrBachchan movies - 2 Fed up with covid19 msgs.. Try something new.. And relax For all Amitabh Bachchan fans, Guess these 30 movies name. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. .	@SrBachchan		1242752723055005698	https://twitter.com/gauravwankhede/status/1242752723055005698	guess USER_MENTION movie fed covid19 msg try something new relax amitabh bachchan fan guess movie name		[{'score': 0.742043, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.975816, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]			1.0			1.0	
